en;it;es;Fr
\nb[FINALBOSS]Ahah! Hooligan!\|§I was waiting for you.;\nb[BOSSFINALE]Ahah! Farabutto!\|§Ti stavo aspettando.;\nb[JEFEFINAL]Jaja! Sinvergüenza!\|§Te estaba esperando.;\nb[BOSSFINAL]Ah, ah ! Hooligan !\|§Je t'attendais.
\nb[OURHERO]I bet you weren't counting on me rescuing the sages§and changed your plans last minute, didn't you.;\nb[NOSTROEROE]Scommetto che fino a un attimo fa stavi ancora§sperando che io non riuscissi a liberare l'ultimo§dei saggi.;\nb[NUESTROHEROE]Apuesto a que no contabas con que yo rescatara§a los sabios, y cambiaste tus planes en el último§minuto, ¿verdad?;\nb[NOTREHEROS]Je parie que tu ne pensais pas que je sauverais les§sages et que tu as changé tes plans à la dernière§minute, n'est-ce pas.
\nb[FINALBOSS]That's right.;\nb[BOSSFINALE]Proprio così.;\nb[JEFEFINAL]Correcto.;\nb[BOSSFINAL]Exact.
\nb[FINALBOSS]But now we are here, against each other, fighting§for the Teorhemas Crystal.;\nb[BOSSFINALE]Ma ora siamo qui, uno contro l'altro, in lotta per§il Cristallo di Teorhemas.;\nb[JEFEFINAL]Pero ahora estamos aquí, uno contra el otro,§luchando por el Cristal de Teorhemas.;\nb[BOSSFINAL]Mais maintenant nous sommes ici, face à face, prêt§à se battre pour le Cristal de Teorhemas.
\nb[FINALBOSS]The crystal is over there.;\nb[BOSSFINALE]Il cristallo è là.;\nb[JEFEFINAL]El cristal esta ahí.;\nb[BOSSFINAL]Le cristal est ici.
\nb[FINALBOSS]Winner takes all. Is it okay for you?;\nb[BOSSFINALE]Facciamo che chi vince se lo prende, ci stai?;\nb[JEFEFINAL]El ganador se lleva todo, te parece bien?;\nb[BOSSFINAL]Le gagnant emporte tout. Ça marche ?
\nb[OURHERO]It looks obvious to me we have to do in this way.\|§You can't escape me now, victory is mine!;\nb[NOSTROEROE]Mi pare ovvio che si debba fare così.\|§Non mi sfuggi, ho la vittoria in pugno!;\nb[NUESTROHEROE]Me parece obvio que tenemos que hacerlo de esta§manera.\|§Ahora no te puedes escapar de mi, la victoria es mía!;\nb[NOTREHEROS]C'est l'évidence même.\|§Tu ne peux plus m'échapper maintenant, la victoire§est à moi !
\nb[FINALBOSS]That bravado will turn into despair soon enough.;\nb[BOSSFINALE]La vittoria si trasfomerà presto in disperazione.;\nb[JEFEFINAL]Esa valentía pronto se convertirá en desesperación.;\nb[BOSSFINAL]Ce cocorico va rapidement tourner en cri de§désespoir.
\nb[FINALBOSS]Where are you going...\. Hanf...;\nb[BOSSFINALE]Dove credi di andare...\. Hanf...;\nb[JEFEFINAL]A dónde estas yendo...\. Hanf...;\nb[BOSSFINAL]Où vas-tu comme ça...\. Hanf...
\nb[OURHERO]I won!\|§The Teorhemas Crystal is mine.\|§I'll take it back.;\nb[NOSTROEROE]Ho vinto io!\|§Il Cristallo di Teorhemas è mio.\|§Me lo riprendo.;\nb[NUESTROHEROE]¡Gané!\|§El Cristal de Theoremas es mío.\|§Lo recuperaré.;\nb[NOTREHEROS]J'ai gagné !\|§Le Cristal de Teorhemas est à moi.\|§Je le récupérerai.
\nb[KING]Ourhero, Ourhero!;\nb[RE]Nostroeroe, Nostroeroe!;\nb[REY]Nestrohéroe, Nuestrohéroe!;\nb[ROI]Notrehéros, Notrehéros!
\nb[KING]Come on, take the Teorhemas Crystal, you did it!\.§You defeated that villain!;\nb[RE]Forza, riprendi il Cristallo di Teorhemas, ce l'hai§fatta!\.§Hai sconfitto quel cattivone!;\nb[REY]Vamos, toma el Cristal de Theoremas, lo has logrado!!\.§Has vencido a ese villano!;\nb[ROI]Allez, prends le Cristal de Teorhemas, tu as réussi !\.§Tu as vaincu le méchant !
\nb[KING]NOOO! Idiot!\| The Teorhemas Crystal should not be§used in that way!;\nb[RE]NOOO! Idiota!\| Il Cristallo di Teorhemas non va§usato così!;\nb[REY]NOOO! Idiota!\| El Cristal de Theoremas no deberia§usarse de esa forma!;\nb[ROI]NOOON! Idiot !\| Le Cristal de Teorhemas ne devrait§pas être utilisé ainsi !
\nb[FINALBOSS]I will heal my wounds\|...\|;\nb[BOSSFINALE]Guarirò le mie ferite\|...\|;\nb[JEFEFINAL]Curaré mis heridas\|...\|;\nb[BOSSFINAL]Je vais soigner mes blessures\|...\|
\nb[KING]It only works on the DEAD!\|§You are not dead yet!;\nb[RE]Può essere usato solo su cose MORTE!\|§Tu ancora non sei morto!;\nb[REY]Solo funciona con los MUERTOS!\|§¡Todavía no estas muerto!;\nb[ROI]Ça ne marche que sur les MORTS !\|§Tu n'es pas encore mort !
\nb[FINALBOSS]This time I'll destroy you.\|§Even the mightiest will fear me!;\nb[BOSSFINALE]Questa volta saprò sconfiggerti.\|§Anche l'essere più supremo dovrà avere paura di me!;\nb[JEFEFINAL]Esta vez te destruiré.\|§Incluso los mas poderosos me temerán!;\nb[BOSSFINAL]Cette fois, je vais te détruire.\|§Même le plus puissant me craindra !
\nb[OURHERO]Yeah!;\nb[NOSTROEROE]Yeah!;\nb[NUESTROHEROE]Si!;\nb[NOTREHEROS]Ouais !
