en;it;es;Fr
My sireee, my sireee!;Mio sireee, mio sireee!;¡Mi señooor, mi señooor!;Mon seigneur, mon seigneur !
\nb[KING]Tell me, peasant.;\nb[RE]Dimmi, contadino.;\nb[REY]Dime, campesino.;\nb[ROI]Parle, paysan.
The...\| the precious Teorhemas Crystal!\|§It's been... \|it's been stolen!;Il...\| Il prezioso Cristallo di Teorhemas!\|§L'hanno... \|L'hanno rubato, non c'è più!;El...\| el precioso Cristal de Theoremas!!\|§Ha sido... \|¡ha sido robado!;Le...\| le précieux Cristal de Teorhemas !\|§Il a... \|il a disparu !
\nb[KING]Oh, blabbering blithering beavers!§Tell me, peasant, what happened?;\nb[RE]Oh, per mille castori infuriati!§Dimmi, contadino, tu cosa sai?;\nb[REY]Oh, por mil castores enojado!§Dime, campesino, que ha pasado?;\nb[ROI]Que me racontes-tu là, baragouineur de castor!§Parle, paysan, qu'est-il arrivé ?
I came to the castle for an audience, my sire, and§the crystal... it wasn't there anymore!;Sono entrato qui nel castello per parlare con lei, sire,§e il cristallo... Il cristallo non c'era più!;Vine al castillo para una audiencia, mi señor, y el§cristal... ¡ya no estaba allí!;Je suis venu au château demander une audience,§mon seigneur, et le cristal...§n'était plus là !
\nb[KING]Knight him!;\nb[RE]Fatelo cavaliere!;\nb[REY]Hazlo caballero!;\nb[ROI]Qu'on le fasse Chevalier !
\nb[KING]Give him the Revolt Sword!;\nb[RE]Dategli la Spada della Rivolta!;\nb[REY]¡Denle la Espada de Revuelta!;\nb[ROI]Qu'on lui donne l'Epée de la Révolte !
\nb[KING]You, Ourhero, will fight the bad guys who have§stolen the crystal from our Kingdom and bring it§back to us safe and sound.\|§You, Ourhero, will save the world!;\nb[RE]Tu, Nostroeroe, combatterai i cattivi che hanno§rubato il cristallo dal nostro regno e lo riporterai§qui al castello tutto intero.\|§Tu, Nostroeroe, salverai il mondo!;\nb[REY]Tu, Nuestrohéroe, lucharás contra los tipos malos§que han robado el cristal de nuestro Reino y lo§traeras sano y salvo.\|§Tu, NuestroHéroe, salvarás el mundo!;\nb[ROI]Notrehéros, tu combattras les ennemis qui ont volé§le cristal de notre Royaume et nous le rapporteras§intact.\|§Notrehéros, tu sauveras le monde !
\nb[OURHERO]But my name is...;\nb[NOSTROEROE]Ma io mi chiamo...;\nb[NUESTROHEROE]Pero mi nombre es...;\nb[NOTREHEROS]Mais, je m'appelle...
\nb[KING]Don't waste time, Ourhero!§Go... go! \|§With the Revolt Sword with you there's no one that§can hurt you, don't worry!;\nb[RE]Non hai tempo da perdere, Nostroeroe!§Va'... va'! \|§Con la Spada della Rivolta nelle tue mani nessuno§potrà farti più nulla, non temere!;\nb[REY]¡No pierdas tiempo, Nuestrohéroe!§Vamos... vamos! \|§Con la Espada de Revuelta no habrá nadie que te§pueda lastimar, no te preocupes!;\nb[ROI]Ne perds pas de temps, Notrehéros !§Va... Va ! \|§L'épée de la Révolte à tes côtés, personne ne peut§te faire de mal, n'aie crainte !
\nb[OURHERO]How do I use it though?;\nb[NOSTROEROE]Ma come si usa?;\nb[NUESTROHEROE]Por cierto, como se usa?;\nb[NOTREHEROS]Mais comment s'en sert-on ?
\nb[KING]Just point it at the enemy... \|sharp end first...;\nb[RE]Basta rivoltarla... \|Dall'altra parte...;\nb[REY]Solo apunta hacia el enemigo... \|la parte afilada hacia§ellos...;\nb[ROI]Pointe ton épée en direction de l'ennemi...\|§Pointe vers l'avant...
\nb[OURHERO]I thought the word 'revolt' was for something more§epic and powerful...;\nb[NOSTROEROE]Credevo che l'aggettivo 'rivolta' stesse per qualcosa§di più epico e potente...;\nb[NUESTROHEROE]Pensaba que la palabra 'revuelta' era para algo mas§epico y poderoso...;\nb[NOTREHEROS]J'imaginais le mot 'Révolte' apparenté à quelque§chose de plus épique et puissant...
